idx,class,conversation
242,일반 대화,"아침 안 먹었더니 쓰러지겠어. 빨리 가자.
딱히 생각나는 게 없네. 너 먹고 싶은 거!
오 짬뽕 좋다. 국물이 진짜 끝내준다고 해.
맞아 탕수육도 엄청 바삭하고 맛있었어 가자.
근데 거기 대기 줄 길지 않을까? 빨리 걷자.
지금 뛰어가면 괜찮을 거야. 늦으면 자리 없어.
제육볶음 맛있어. 다 먹고 커피는 내가 쏠게.
오 커피까지 사준다고? 완전 이득이다 가자.
내가 아는 디저트 맛집 있어 거기로 바로 가자.
좋아! 빨리 가서 먹고 가볍게 산책도 좀 하자."
243,일반 대화,"아침 안 먹었더니 쓰러지겠어. 빨리 가자.
오늘은 왠지 면 종류가 땡겨. 얼큰한 거!
오랜만에 구내식당 갈까? 메뉴 괜찮던데.
맞아 탕수육도 엄청 바삭하고 맛있었어 가자.
오 탕수육까지? 오늘 완전 포식하는 날이네.
당연하지. 오후에 일하려면 든든하게 먹어야지.
제육볶음 맛있어. 다 먹고 커피는 내가 쏠게.
당연하지! 밥 먹고 식후 커피 안 마시면 졸려.
내가 아는 디저트 맛집 있어 거기로 바로 가자.
다이어트는 내일부터 해야겠네. 너무 행복하다."
244,일반 대화,"점심 뭐 먹을까? 벌써부터 너무 배고프다.
오늘은 왠지 면 종류가 땡겨. 얼큰한 거!
햄버거도 나쁘지 않지. 감튀 큰 걸로 먹자.
구내식당은 좀 물려. 그냥 밖에 나가서 먹자.
근데 거기 대기 줄 길지 않을까? 빨리 걷자.
백반 좋지! 한국인은 밥심이지. 제육볶음 어때?
제육볶음 맛있어. 다 먹고 커피는 내가 쏠게.
당연하지! 밥 먹고 식후 커피 안 마시면 졸려.
커피는 내가 살게. 아까 네가 밥 샀으니까.
진짜? 완전 고맙지. 얼른 가서 맛있게 먹자!"
245,일반 대화,"메뉴 정했어? 오늘 진짜 맛있는 거 먹자.
나도 완전 배고파. 오늘 매운 거 땡기는데?
오 짬뽕 좋다. 국물이 진짜 끝내준다고 해.
버거킹에 신메뉴 나왔대. 그거 먹어봐야겠다.
알았어. 겉옷만 챙겨서 바로 나갈게 로비로 와.
당연하지. 오후에 일하려면 든든하게 먹어야지.
제육볶음 맛있어. 다 먹고 커피는 내가 쏠게.
당연하지! 밥 먹고 식후 커피 안 마시면 졸려.
커피는 내가 살게. 아까 네가 밥 샀으니까.
진짜? 완전 고맙지. 얼른 가서 맛있게 먹자!"
246,일반 대화,"밥 먹으러 가자! 오늘따라 식욕이 넘치네.
간단하게 햄버거 어때? 새로 오픈한 데 있어.
매운 거면 짬뽕 어때? 새로 생긴 중국집!
버거킹에 신메뉴 나왔대. 그거 먹어봐야겠다.
알았어. 겉옷만 챙겨서 바로 나갈게 로비로 와.
천천히 와. 내가 먼저 내려가서 줄 서고 있을게.
다 먹고 시원한 아이스 아메리카노도 마실 거지?
당연하지! 밥 먹고 식후 커피 안 마시면 졸려.
커피는 내가 살게. 아까 네가 밥 샀으니까.
진짜? 완전 고맙지. 얼른 가서 맛있게 먹자!"
247,일반 대화,"아침 안 먹었더니 쓰러지겠어. 빨리 가자.
나도 완전 배고파. 오늘 매운 거 땡기는데?
오 짬뽕 좋다. 국물이 진짜 끝내준다고 해.
맞아 탕수육도 엄청 바삭하고 맛있었어 가자.
알았어. 겉옷만 챙겨서 바로 나갈게 로비로 와.
천천히 와. 내가 먼저 내려가서 줄 서고 있을게.
다 먹고 시원한 아이스 아메리카노도 마실 거지?
오 커피까지 사준다고? 완전 이득이다 가자.
커피는 내가 살게. 아까 네가 밥 샀으니까.
좋아! 빨리 가서 먹고 가볍게 산책도 좀 하자."
248,일반 대화,"메뉴 정했어? 오늘 진짜 맛있는 거 먹자.
딱히 생각나는 게 없네. 너 먹고 싶은 거!
오 짬뽕 좋다. 국물이 진짜 끝내준다고 해.
구내식당은 좀 물려. 그냥 밖에 나가서 먹자.
알았어. 겉옷만 챙겨서 바로 나갈게 로비로 와.
백반 좋지! 한국인은 밥심이지. 제육볶음 어때?
다 먹고 시원한 아이스 아메리카노도 마실 거지?
내가 먼저 가서 자리 맡아 놓을 테니까 와.
커피는 내가 살게. 아까 네가 밥 샀으니까.
응 조심히 와. 도착하면 바로 시킬 수 있게 할게."
249,일반 대화,"밥 먹으러 가자! 오늘따라 식욕이 넘치네.
나도 완전 배고파. 오늘 매운 거 땡기는데?
오랜만에 구내식당 갈까? 메뉴 괜찮던데.
버거킹에 신메뉴 나왔대. 그거 먹어봐야겠다.
저기 백반집 어때? 반찬 여러 가지 나오고 좋아.
지금 뛰어가면 괜찮을 거야. 늦으면 자리 없어.
알았어 지금 당장 뛰어간다. 이따 카톡 할게.
내가 먼저 가서 자리 맡아 놓을 테니까 와.
우리 오늘 점심시간 진짜 꽉 채워서 알차게 놀자.
좋아! 빨리 가서 먹고 가볍게 산책도 좀 하자."
250,일반 대화,"주말에 시간 어때? 오랜만에 만나서 영화 볼까?
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
에이 잠만 자면 아깝잖아. 나와서 바람이라도 쐬자.
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
치맥 완전 찬성! 한강 라면도 같이 끓여 먹어야지.
오케이 2시 예매 시도해볼게. 팝콘은 네가 사는 거다?
선곡은 나한테 맡겨. 벌써 여행 가는 기분이라 신나.
내일 아침 9시에 픽업 갈 테니까 준비하고 바로 나와.
알았어 지각 안 하고 기다릴게. 내일 아침에 늦지 마!"
251,일반 대화,"이번 주 드디어 쉰다. 특별한 약속 잡힌 거 있어?
딱히 약속 없어. 집에서 넷플릭스나 보면서 쉴래.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
주말이라 자리 없을 것 같은데. 시간대는 언제가 좋아?
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
팝콘에 콜라 쏠게. 카라멜 어니언 반반 섞어서 먹자.
내일 아침 9시에 픽업 갈 테니까 준비하고 바로 나와.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
252,일반 대화,"금요일이다! 주말에 맛집 갈래? 알아본 데 있어.
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
진짜 고생했어! 내가 근처 디저트 카페 찾아놓을게.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
253,일반 대화,"주말에 시간 어때? 오랜만에 만나서 영화 볼까?
영화? 좋지! 개봉한 것 중에 재밌는 거 찾아봤어?
성수동에 새로 생긴 핫플인데 분위기 대박이래.
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
당연하지. 돗자리 펴고 라면부터 먹어주는 게 국룰.
진짜 고생했어! 내가 근처 디저트 카페 찾아놓을게.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
254,일반 대화,"주말에 시간 어때? 오랜만에 만나서 영화 볼까?
영화? 좋지! 개봉한 것 중에 재밌는 거 찾아봤어?
에이 잠만 자면 아깝잖아. 나와서 바람이라도 쐬자.
바람 쐬는 것도 좋지. 한강공원이나 같이 걸을까?
주말이라 자리 없을 것 같은데. 시간대는 언제가 좋아?
치맥 완전 찬성! 한강 라면도 같이 끓여 먹어야지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
진짜 고생했어! 내가 근처 디저트 카페 찾아놓을게.
내일 아침 9시에 픽업 갈 테니까 준비하고 바로 나와.
나도 완전 기대 중이야. 토요일에 예쁘게 입고 만나!"
255,일반 대화,"주말에 시간 어때? 오랜만에 만나서 영화 볼까?
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
에이 잠만 자면 아깝잖아. 나와서 바람이라도 쐬자.
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
속초나 강릉 어때? 맛있는 회 먹고 바다 구경하자.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
팝콘에 콜라 쏠게. 카라멜 어니언 반반 섞어서 먹자.
내일 아침 9시에 픽업 갈 테니까 준비하고 바로 나와.
나도 완전 기대 중이야. 토요일에 예쁘게 입고 만나!"
256,일반 대화,"이번 주말에 뭐 할 계획이야? 날씨 엄청 좋대.
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
치맥 완전 찬성! 한강 라면도 같이 끓여 먹어야지.
오케이 2시 예매 시도해볼게. 팝콘은 네가 사는 거다?
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
257,일반 대화,"이번 주 드디어 쉰다. 특별한 약속 잡힌 거 있어?
영화? 좋지! 개봉한 것 중에 재밌는 거 찾아봤어?
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
드라이브 좋지! 바다 쪽으로 가면 가슴 뻥 뚫릴 듯.
주말이라 자리 없을 것 같은데. 시간대는 언제가 좋아?
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
디저트 배 비워둬야겠다. 너무 기대돼서 잠 안 올 듯.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
258,일반 대화,"금요일이다! 주말에 맛집 갈래? 알아본 데 있어.
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
성수동에 새로 생긴 핫플인데 분위기 대박이래.
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
당연히 내가 해야지. 넌 옆에서 신나는 음악 틀어.
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
나도 완전 기대 중이야. 토요일에 예쁘게 입고 만나!"
259,일반 대화,"이번 주 드디어 쉰다. 특별한 약속 잡힌 거 있어?
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
바람 쐬는 것도 좋지. 한강공원이나 같이 걸을까?
한강 걷다가 치맥 어때? 선선해서 밖에서 먹기 딱이야.
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
당연하지. 돗자리 펴고 라면부터 먹어주는 게 국룰.
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
디저트 배 비워둬야겠다. 너무 기대돼서 잠 안 올 듯.
내일 5시에 여의나루역에서 보자. 늦으면 버리고 간다!"
260,일반 대화,"금요일이다! 주말에 맛집 갈래? 알아본 데 있어.
딱히 약속 없어. 집에서 넷플릭스나 보면서 쉴래.
성수동에 새로 생긴 핫플인데 분위기 대박이래.
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
완벽한 계획이다. 토요일 점심에 만나. 예약할게.
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
선곡은 나한테 맡겨. 벌써 여행 가는 기분이라 신나.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
나도 완전 기대 중이야. 토요일에 예쁘게 입고 만나!"
261,일반 대화,"이번 주 드디어 쉰다. 특별한 약속 잡힌 거 있어?
나도 약속 없어. 요새 피곤해서 늦잠이나 자려고.
마블 신작 나왔다던데 그거 평점 엄청 높더라고.
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
완벽한 계획이다. 토요일 점심에 만나. 예약할게.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
당연하지. 돗자리 펴고 라면부터 먹어주는 게 국룰.
선곡은 나한테 맡겨. 벌써 여행 가는 기분이라 신나.
좋아 맥주도 시원한 걸로 사갈게. 해 질 무렵에 보자.
알았어 지각 안 하고 기다릴게. 내일 아침에 늦지 마!"
262,일반 대화,"주말에 시간 어때? 오랜만에 만나서 영화 볼까?
오 어디 맛집인데? 주말 내내 심심할 뻔 했거든.
성수동에 새로 생긴 핫플인데 분위기 대박이래.
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
주말이라 자리 없을 것 같은데. 시간대는 언제가 좋아?
나는 토요일 오후 2시가 좋아. 밥 먹고 보면 딱이지.
방금 예약 완료했어! 창가 자리라 뷰도 예쁠 거야.
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
내일 5시에 여의나루역에서 보자. 늦으면 버리고 간다!"
263,일반 대화,"이번 주말에 뭐 할 계획이야? 날씨 엄청 좋대.
딱히 약속 없어. 집에서 넷플릭스나 보면서 쉴래.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
오 마블은 무조건 아이맥스지. 표 있는지 볼게.
속초나 강릉 어때? 맛있는 회 먹고 바다 구경하자.
강릉 완전 좋다! 힐링 될 것 같아. 운전은 네가 해?
오케이 2시 예매 시도해볼게. 팝콘은 네가 사는 거다?
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
좋아 맥주도 시원한 걸로 사갈게. 해 질 무렵에 보자.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
264,일반 대화,"이번 주말에 뭐 할 계획이야? 날씨 엄청 좋대.
딱히 약속 없어. 집에서 넷플릭스나 보면서 쉴래.
에이 잠만 자면 아깝잖아. 나와서 바람이라도 쐬자.
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
주말이라 자리 없을 것 같은데. 시간대는 언제가 좋아?
치맥 완전 찬성! 한강 라면도 같이 끓여 먹어야지.
당연히 내가 해야지. 넌 옆에서 신나는 음악 틀어.
진짜 고생했어! 내가 근처 디저트 카페 찾아놓을게.
디저트 배 비워둬야겠다. 너무 기대돼서 잠 안 올 듯.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
265,일반 대화,"이번 주 드디어 쉰다. 특별한 약속 잡힌 거 있어?
오 어디 맛집인데? 주말 내내 심심할 뻔 했거든.
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
드라이브 좋지! 바다 쪽으로 가면 가슴 뻥 뚫릴 듯.
완벽한 계획이다. 토요일 점심에 만나. 예약할게.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
당연하지. 돗자리 펴고 라면부터 먹어주는 게 국룰.
선곡은 나한테 맡겨. 벌써 여행 가는 기분이라 신나.
완벽해. 영화 보고 저녁 먹고 깔끔하게 헤어지자.
맛집 리스트 뽑아갈게. 내일 조심히 시간 맞춰서 와!"
266,일반 대화,"금요일이다! 주말에 맛집 갈래? 알아본 데 있어.
영화? 좋지! 개봉한 것 중에 재밌는 거 찾아봤어?
날씨 좋은데 집에만 있기 아깝잖아. 드라이브 갈래?
성수동 좋지! 예쁜 카페도 많으니까 투어 좀 하자.
완벽한 계획이다. 토요일 점심에 만나. 예약할게.
응 토요일 12시에 만나면 딱이겠다. 예약 성공해줘.
오케이 2시 예매 시도해볼게. 팝콘은 네가 사는 거다?
군침 돈다. 돗자리는 내가 예쁜 걸로 챙길게 몸만 와.
디저트 배 비워둬야겠다. 너무 기대돼서 잠 안 올 듯.
내일 5시에 여의나루역에서 보자. 늦으면 버리고 간다!"
